Driver,Year,AvgFinish,Wins,DriverRating,Points,Sponsor_Cost,Social_Impressions,Brand_Mentions,Media_Value,Engagement_Value,ROI,Risk_Score,Return_Score,Risk_Return_Segment,Sponsor_Target_Score,Target_Rank,Sponsor_Target_Category
Jeff Gordon,2010,13.4,0,98.5,6176,117083,290987,4578,23278.96,11445.0,-0.7034244083257177,0.4182009778049637,0.1889375221209144,High Risk / Low Return,0.3182183527507759,505.0,Low Priority Target
Clint Bowyer,2010,14.4,2,91.7,6155,111510,489921,5259,39193.68,13147.5,-0.5306144740382028,0.3721639061798565,0.31600298061843446,Safe but Moderate,0.39166532250044983,265.0,Low Priority Target
Kurt Busch,2010,15.3,2,90.9,6142,147372,423927,12108,33914.16,30270.0,-0.5644752056021496,0.41686340771610225,0.2911055150938197,High Risk / Low Return,0.448071343928101,138.0,Low Priority Target
Jeff Burton,2010,15.1,0,96.2,6033,148250,348234,16618,27858.72,41545.0,-0.5318467453625633,0.4691744209367314,0.3150969035374566,High Risk / Low Return,0.5310227161804472,49.0,Medium Priority Target
Mark Martin,2010,15.3,0,82.8,4364,134064,315064,7231,25205.12,18077.5,-0.6771495703544576,0.5059182017299664,0.2082571541057952,High Risk / Low Return,0.3585783365993991,364.0,Low Priority Target
Jamie McMurray,2010,16.4,3,86.5,4325,97813,423721,15442,33897.68,38605.0,-0.2587623322053306,0.40530984064934994,0.5158932079247844,High Risk / Low Return,0.5605552882682966,39.0,Medium Priority Target
Ryan Newman,2010,15.7,1,82.2,4302,121598,290042,10467,23203.36,26167.5,-0.5939829602460567,0.4737417988336611,0.2694087510245606,High Risk / Low Return,0.43633960113617,164.0,Low Priority Target
Joey Logano,2010,16.8,0,80.3,4185,137182,268646,5384,21491.68,13460.0,-0.7452167193946728,0.5278161854528117,0.15820804357824808,High Risk / Low Return,0.30498077145686764,547.0,Low Priority Target
Juan Pablo Montoya,2010,18.0,1,90.9,4118,117570,379355,13663,30348.4,34157.5,-0.45134047801309857,0.4957458518479077,0.3742923763837346,High Risk / Low Return,0.487454496895001,86.0,Medium Priority Target
David Reutimann,2010,18.1,1,82.7,4024,117082,289760,5358,23180.8,13395.0,-0.6876052681026972,0.49892588885203015,0.20056918157245027,High Risk / Low Return,0.31164922655078625,533.0,Low Priority Target
AJ Allmendinger,2010,17.8,0,79.1,3998,119241,193112,2873,15448.960000000001,7182.5,-0.8102040405565201,0.5241830140268522,0.11042350043840209,High Risk / Low Return,0.23478229327540523,788.0,Low Priority Target
Kasey Kahne,2010,18.9,0,82.8,3961,120678,317710,12090,25416.8,30225.0,-0.5389234160327483,0.5365994768746272,0.30989349664392146,High Risk / Low Return,0.4521797788994492,134.0,Medium Priority Target
Dale Earnhardt Jr.,2010,18.6,0,75.7,3953,134569,173177,2517,13854.16,6292.5,-0.8502875104964739,0.5481803149984554,0.08095051610396058,High Risk / Low Return,0.21271627106177884,853.0,Low Priority Target
Martin Truex Jr.,2010,18.8,0,82.2,3916,101745,201042,10027,16083.36,25067.5,-0.5955490687503071,0.5178989706791904,0.26825720672260883,High Risk / Low Return,0.46268324971895447,115.0,Medium Priority Target
Paul Menard,2010,19.8,0,70.9,3776,116029,248644,4311,19891.52,10777.5,-0.7356779770574597,0.5454414332343737,0.1652217877450107,High Risk / Low Return,0.27255299223107143,664.0,Low Priority Target
David Ragan,2010,21.3,0,66.2,3599,71008,276869,9348,22149.52,23370.0,-0.35895223073456506,0.5186356976789773,0.4422245531340457,High Risk / Low Return,0.4525376229707475,132.0,Medium Priority Target
Brad Keselowski,2010,22.4,0,65.1,3485,51633,273618,7238,21889.44,18095.0,-0.22560300582960505,0.5122952812458835,0.5402749370584254,High Risk / Low Return,0.4436038956720575,149.0,Low Priority Target
Marcos Ambrose,2010,22.6,0,68.9,3422,62485,236278,3557,18902.24,8892.5,-0.5551774025766183,0.526916472294241,0.29794209893565565,High Risk / Low Return,0.2895214364350369,606.0,Low Priority Target
Elliott Sadler,2010,24.8,0,58.9,3234,53648,270406,3005,21632.48,7512.5,-0.4567368774232031,0.5432816908052328,0.37032445655257573,High Risk / Low Return,0.29396527480156254,596.0,Low Priority Target
Regan Smith,2010,24.5,0,58.4,3229,63140,172999,6039,13839.92,15097.5,-0.5416943300601837,0.5503287339557976,0.3078560705966,High Risk / Low Return,0.3639474967819348,343.0,Low Priority Target
Sam Hornish Jr.,2010,24.9,0,61.5,3214,67921,225209,9519,18016.72,23797.5,-0.384369782541482,0.5591926332668464,0.4235352753008806,High Risk / Low Return,0.45480055321589485,127.0,Medium Priority Target
Scott Speed,2010,25.1,0,57.3,3178,64357,230286,10059,18422.88,25147.5,-0.3229892630172319,0.558449112565922,0.46866777238978374,High Risk / Low Return,0.47816411205445597,96.0,Medium Priority Target
Bobby Labonte,2010,30.6,0,45.9,2583,53137,266568,7812,21325.44,19530.0,-0.2311300976720552,0.6140399921925858,0.5362109203569876,High Risk / Low Return,0.41233418867763527,221.0,Low Priority Target
David Gilliland,2010,29.3,0,43.2,2445,50097,169730,6975,13578.4,17437.5,-0.3808830868115855,0.6033763964762046,0.4260990086498183,High Risk / Low Return,0.41075771266024264,225.0,Low Priority Target
Travis Kvapil,2010,29.5,0,41.8,2426,61407,169123,6242,13529.84,15605.0,-0.5255452961388767,0.6171611219048706,0.31973029766556504,High Risk / Low Return,0.3513366879311036,388.0,Low Priority Target
Robby Gordon,2010,29.1,0,47.3,2028,80575,245877,9581,19670.16,23952.5,-0.4586080049643189,0.6446932695267895,0.36894863472902456,High Risk / Low Return,0.40375739441840913,237.0,Low Priority Target
Kevin Conway,2010,32.6,0,32.5,1830,62722,222046,6595,17763.68,16487.5,-0.45392079334204904,0.6639097390403411,0.372395095699652,High Risk / Low Return,0.3334838567183548,447.0,Low Priority Target
Casey Mears,2010,29.5,0,49.6,1573,62924,178716,6315,14297.28,15787.5,-0.521887038331956,0.6438823042158405,0.3224201789357305,High Risk / Low Return,0.34724772276071314,400.0,Low Priority Target
Dave Blaney,2010,38.2,0,34.2,1416,53750,167837,7086,13426.960000000001,17715.0,-0.4206146976744186,0.7173249167678858,0.39688474286153674,High Risk / Low Return,0.35996720399008497,360.0,Low Priority Target
Joe Nemechek,2010,40.0,0,33.2,1361,77733,195175,5058,15614.0,12645.0,-0.6364607052345851,0.7593377806100706,0.2381752796089184,High Risk / Low Return,0.22159075585737936,823.0,Low Priority Target
Reed Sorenson,2010,26.4,0,52.9,1355,58535,213082,9000,17046.56,22500.0,-0.32439463568804994,0.6180640131722283,0.46763441557778324,High Risk / Low Return,0.4587856663556345,121.0,Medium Priority Target
Brian Vickers,2010,20.0,0,74.8,1158,103261,108211,3644,8656.880000000001,9110.0,-0.8279420110206176,0.6116411416000991,0.09738094383349018,High Risk / Low Return,0.28791292338717006,611.0,Low Priority Target
Bill Elliott,2010,26.1,0,50.8,1107,80651,172346,2867,13787.68,7167.5,-0.7401745793604543,0.645043211208665,0.16191547994698566,High Risk / Low Return,0.21287618386804932,851.0,Low Priority Target
Mike Bliss,2010,34.0,0,38.9,1050,54666,137173,1507,10973.84,3767.5,-0.7303380529030843,0.6913658493997562,0.16914818187168632,High Risk / Low Return,0.13611934473796708,1035.0,Low Priority Target
Max Papis,2010,36.6,0,34.4,907,66994,129123,3164,10329.84,7910.0,-0.7277392005254203,0.7313793271529522,0.17105909266681357,High Risk / Low Return,0.18881931373382496,925.0,Low Priority Target
J.J. Yeley,2010,37.1,0,33.8,891,51727,171546,5466,13723.68,13665.0,-0.4705148181800607,0.7209116033511976,0.36019367115161016,High Risk / Low Return,0.3019571756619106,557.0,Low Priority Target
Michael McDowell,2010,40.7,0,31.8,879,84622,102521,4469,8201.68,11172.5,-0.7710503178842382,0.7868141791710649,0.13921285067888584,High Risk / Low Return,0.2444135914937275,753.0,Low Priority Target
David Stremme,2010,29.6,0,43.3,825,60800,178882,2701,14310.56,6752.5,-0.6535680921052632,0.664721130377848,0.22559638496736065,High Risk / Low Return,0.21146104472303218,857.0,Low Priority Target
Landon Cassill,2010,39.5,0,33.3,717,87823,213163,8954,17053.04,22385.0,-0.5509372260114093,0.7840632723026721,0.30105985939074803,High Risk / Low Return,0.3321670186291608,454.0,Low Priority Target
Aric Almirola,2010,28.8,0,54.5,704,68708,219133,9755,17530.64,24387.5,-0.3899088897944926,0.6691057208241112,0.4194624237852974,High Risk / Low Return,0.4428412420724607,150.0,Low Priority Target
Tony Raines,2010,34.6,0,35.2,534,62819,161576,2589,12926.08,6472.5,-0.6911988411149492,0.7202260757774765,0.1979268624006461,High Risk / Low Return,0.1756214687283688,952.0,Low Priority Target
Patrick Carpentier,2010,28.8,0,43.1,474,59369,127335,5610,10186.800000000001,14025.0,-0.5921811046168876,0.6664602950022889,0.2707336378871745,High Risk / Low Return,0.3611859821556442,354.0,Low Priority Target
Andy Lally,2010,32.1,0,36.8,471,59283,126330,6273,10106.4,15682.5,-0.5649865897474824,0.6960773632940053,0.2907294993215611,High Risk / Low Return,0.37902629283631073,302.0,Low Priority Target
Boris Said,2010,30.2,0,51.6,448,80573,196680,7684,15734.4,19210.0,-0.5663013664627108,0.7012188827523756,0.2897627568317202,High Risk / Low Return,0.35628249458882316,367.0,Low Priority Target
Todd Bodine,2010,39.4,0,32.3,313,63171,169431,7012,13554.48,17530.0,-0.5079311709486948,0.7701846080379082,0.33268179204898074,High Risk / Low Return,0.3276360574636649,469.0,Low Priority Target
Robert Richardson,2010,29.3,0,40.1,301,80933,187497,9332,14999.76,23330.0,-0.5264013443218465,0.6978465059856538,0.31910085378947367,High Risk / Low Return,0.4220847848747388,197.0,Low Priority Target
Michael Waltrip,2010,31.5,0,56.1,284,55774,203988,6980,16319.04,17450.0,-0.3945379567540431,0.6926688139945378,0.41605871601782396,High Risk / Low Return,0.37167734636816185,324.0,Low Priority Target
P.J. Jones,2010,38.5,0,29.2,190,56519,174190,3887,13935.2,9717.5,-0.5815088731223129,0.7590178795893218,0.27858082557138264,High Risk / Low Return,0.21913698669961554,828.0,Low Priority Target
Jeff Green,2010,33.7,0,41.3,186,60983,181735,7905,14538.800000000001,19762.5,-0.4375268517455684,0.7205699632703361,0.38444940099249814,High Risk / Low Return,0.38922998102456374,270.0,Low Priority Target
Mattias Ekstrom,2010,26.0,0,60.6,175,80932,83620,2891,6689.6,7227.5,-0.8280395887905896,0.6719507664101501,0.09730919585133987,High Risk / Low Return,0.25430790643450746,713.0,Low Priority Target
Terry Cook,2010,36.7,0,30.0,164,80798,114718,3814,9177.44,9535.0,-0.7684046634817693,0.7681658190089883,0.14115817454618376,High Risk / Low Return,0.21738248371261434,833.0,Low Priority Target
Johnny Sauter,2010,41.5,0,33.2,154,68133,100453,2023,8036.24,5057.5,-0.8078208797499009,0.7987399966286041,0.11217581532593955,High Risk / Low Return,0.11267652381107927,1071.0,Low Priority Target
Chad McCumbee,2010,32.0,0,35.0,134,64939,76645,3085,6131.6,7712.5,-0.7868137790849875,0.7108466162310195,0.12762213146914075,High Risk / Low Return,0.2605326862168186,693.0,Low Priority Target
Steve Park,2010,13.0,0,58.6,129,102857,85978,1140,6878.24,2850.0,-0.905419757527441,0.5787977386963172,0.04041231281216929,High Risk / Low Return,0.19492435470804692,915.0,Low Priority Target
Jan Magnussen,2010,12.0,0,70.9,127,134923,157747,7409,12619.76,18522.5,-0.7691849425227721,0.6022852651371939,0.14058444298086717,High Risk / Low Return,0.4254207688063786,191.0,Low Priority Target
Scott Riggs,2010,35.0,0,41.5,116,56823,129841,2990,10387.28,7475.0,-0.6856505288351548,0.7300999633599853,0.20200648228260584,High Risk / Low Return,0.2006729585428951,897.0,Low Priority Target
Ken Schrader,2010,18.0,0,53.5,114,109982,141789,2142,11343.12,5355.0,-0.848174064846975,0.6313123111132763,0.08250451206819935,High Risk / Low Return,0.20987398173770233,868.0,Low Priority Target
Trevor Bayne,2010,17.0,0,65.9,112,101425,188549,5221,15083.92,13052.5,-0.722588908060143,0.6137501258004736,0.17484605246281684,High Risk / Low Return,0.3243022750062844,484.0,Low Priority Target
Hermie Sadler,2010,26.0,0,38.3,85,79118,142815,1670,11425.2,4175.0,-0.8028236305265553,0.6727753229104647,0.11585024391946207,High Risk / Low Return,0.16371396895863677,972.0,Low Priority Target
Terry Labonte,2010,40.5,0,26.8,83,84881,150208,5615,12016.64,14037.5,-0.6930509772505037,0.8087861217162929,0.19656500477229646,High Risk / Low Return,0.24856706868217446,733.0,Low Priority Target
Jacques Villeneuve,2010,29.0,0,44.9,76,66280,112990,5209,9039.2,13022.5,-0.6671439348219674,0.6869913081389255,0.21561420028335856,High Risk / Low Return,0.34685057244743084,402.0,Low Priority Target
Jason Leffler,2010,43.0,0,29.3,68,72263,146916,6389,11753.28,15972.5,-0.6163212155598301,0.8189144124531361,0.25298364985672595,High Risk / Low Return,0.2851206637429607,623.0,Low Priority Target
John Andretti,2010,38.0,0,44.6,49,63565,82419,1244,6593.52,3110.0,-0.8473449225202548,0.7658143033602844,0.08311417233072285,High Risk / Low Return,0.08980163368133712,1093.0,Low Priority Target
Ron Fellows,2010,40.0,0,45.4,43,70354,119426,1797,9554.08,4492.5,-0.8003442590328907,0.7908005083356775,0.11767330158641312,High Risk / Low Return,0.10241185660808504,1083.0,Low Priority Target
Geoff Bodine,2010,41.0,0,31.5,40,75643,162741,6922,13019.28,17305.0,-0.5991132028079267,0.8052080110133488,0.26563653372689683,High Risk / Low Return,0.29973146394418865,571.0,Low Priority Target
Jeff Fuller,2010,43.0,0,25.3,34,73648,112862,5301,9028.960000000001,13252.5,-0.6974600803823593,0.8213179471744172,0.1933230342610412,High Risk / Low Return,0.2715638429429463,670.0,Low Priority Target
Brendan Gaughan,2010,43.0,0,25.3,34,68658,78010,2217,6240.8,5542.5,-0.8283768825191529,0.8162755312609972,0.09706118706385358,High Risk / Low Return,0.13452777714058278,1039.0,Low Priority Target
Jimmie Johnson,2009,11.1,7,112.2,6652,113019,791585,23714,63326.8,59285.0,0.08487776391580179,0.2043974532982843,0.7685684175520022,Best Bet,0.7530494797666756,3.0,High Priority Target
Mark Martin,2009,13.7,5,100.3,6511,108639,541539,12309,43323.12,30772.5,-0.3179648192638003,0.27746836900263805,0.4723621968559293,Safe but Moderate,0.5254576581220256,53.0,Medium Priority Target
Jeff Gordon,2009,10.2,1,101.8,6473,109994,441086,20188,35286.88,50470.0,-0.22034947360765128,0.34854944823694883,0.5441378080401563,Safe but Moderate,0.6541421972761067,11.0,Medium Priority Target
Kurt Busch,2009,12.8,2,101.2,6446,124375,486273,17406,38901.840000000004,43515.0,-0.33735204020100507,0.3622121256728768,0.4581069624706187,Safe but Moderate,0.5741389973935112,31.0,Medium Priority Target
Denny Hamlin,2009,13.2,4,102.4,6335,111563,468956,10096,37516.48,25240.0,-0.43747945107248815,0.306133009926935,0.38448425424490434,Safe but Moderate,0.4696605655553658,108.0,Medium Priority Target
Tony Stewart,2009,10.4,4,99.4,6309,129341,451399,9908,36111.92,24770.0,-0.5292914079835473,0.2997373026261216,0.3169758181786733,Safe but Moderate,0.4572803327527494,124.0,Medium Priority Target
Greg Biffle,2009,14.0,0,88.3,6292,140136,262140,11966,20971.2,29915.0,-0.6368798881086944,0.44345538088470005,0.23786705853174125,High Risk / Low Return,0.47363852450975663,103.0,Medium Priority Target
Juan Pablo Montoya,2009,14.3,0,92.9,6252,95776,356392,3758,28511.36,9395.0,-0.604218593384564,0.4025028831514957,0.26188258985148266,High Risk / Low Return,0.3325773320534985,449.0,Low Priority Target
Ryan Newman,2009,14.7,0,82.1,6175,126444,334297,7658,26743.760000000002,19145.0,-0.6370823447534085,0.43935650321645503,0.23771819413634335,High Risk / Low Return,0.3774697596723383,306.0,Low Priority Target
Kasey Kahne,2009,15.3,2,87.5,6128,93380,393130,12648,31450.4,31620.0,-0.32458342257442707,0.36271767160362317,0.4674956024223085,Safe but Moderate,0.5187504913665754,58.0,Medium Priority Target
Carl Edwards,2009,15.1,0,87.3,6118,98711,288527,4595,23082.16,11487.5,-0.6497891825632401,0.41660508777387034,0.22837498028109376,High Risk / Low Return,0.32353970735379534,487.0,Low Priority Target
Brian Vickers,2009,17.3,1,82.3,5929,98782,298579,4085,23886.32,10212.5,-0.6548073535664393,0.41700140663113383,0.2246851681069882,High Risk / Low Return,0.3027058828806916,555.0,Low Priority Target
Kyle Busch,2009,15.4,4,97.8,4457,107434,435934,18575,34874.72,46437.5,-0.24314258056108864,0.377159712879639,0.5273782588998683,Safe but Moderate,0.6042419423134344,18.0,Medium Priority Target
Matt Kenseth,2009,15.4,2,83.2,4389,136765,326957,14966,26156.56,37415.0,-0.5351766899426023,0.4588067841411085,0.31264842777951773,High Risk / Low Return,0.5125397835584797,66.0,Medium Priority Target
Clint Bowyer,2009,14.9,0,83.5,4359,110017,256406,11011,20512.48,27527.5,-0.563340392848378,0.47817650891892827,0.2919399318387906,High Risk / Low Return,0.47269076265666393,105.0,Medium Priority Target
David Reutimann,2009,16.4,1,81.6,4221,120707,231292,10628,18503.36,26570.0,-0.6265886816837466,0.48151534087409015,0.2454340822000854,High Risk / Low Return,0.45632595335483894,125.0,Medium Priority Target
Jeff Burton,2009,18.0,0,76.8,4022,129110,214717,6897,17177.36,17242.5,-0.7334067074587561,0.5352418553892467,0.16689183011914058,High Risk / Low Return,0.3463820423767719,404.0,Low Priority Target
Marcos Ambrose,2009,19.6,0,70.9,3830,107343,227540,9668,18203.2,24170.0,-0.6052541851820799,0.5332747553741564,0.2611211293075032,High Risk / Low Return,0.42694018321853994,181.0,Low Priority Target
Kevin Harvick,2009,19.9,0,75.7,3796,128827,313570,7952,25085.600000000002,19880.0,-0.6509613667942279,0.5586807215239831,0.22751308465357611,High Risk / Low Return,0.3533575908775923,381.0,Low Priority Target
Joey Logano,2009,20.0,1,67.7,3791,131652,262892,9635,21031.36,24087.5,-0.6572869382918604,0.5375804768224536,0.22286195365280712,High Risk / Low Return,0.3927412517187773,260.0,Low Priority Target
Casey Mears,2009,19.8,0,65.6,3759,95655,266311,13196,21304.88,32990.0,-0.4323884794312895,0.5253554140539195,0.38822759601778245,High Risk / Low Return,0.5173291872125991,59.0,Medium Priority Target
Jamie McMurray,2009,21.4,1,70.3,3604,56971,342846,6524,27427.68,16310.0,-0.23228168717417633,0.4802010411851453,0.5353641678326536,High Risk / Low Return,0.43038615682999337,178.0,Low Priority Target
Martin Truex Jr.,2009,21.9,0,76.3,3503,79139,284614,7284,22769.12,18210.0,-0.4821880488760283,0.5350715078175873,0.35161045852181627,High Risk / Low Return,0.37909255446990225,301.0,Low Priority Target
AJ Allmendinger,2009,22.4,0,66.6,3476,69909,253855,7413,20308.4,18532.5,-0.44440773004906375,0.531029016952099,0.3793899583157559,High Risk / Low Return,0.39519572051463936,253.0,Low Priority Target
Dale Earnhardt Jr.,2009,23.3,0,76.3,3422,61531,157393,2442,12591.44,6105.0,-0.696146007703434,0.5322345025780152,0.194289259079858,High Risk / Low Return,0.2285061585799873,808.0,Low Priority Target
Elliott Sadler,2009,23.9,0,55.5,3350,64721,244507,3237,19560.56,8092.5,-0.5727343520650175,0.5429687152144584,0.2850326452878718,High Risk / Low Return,0.27168357843488505,669.0,Low Priority Target
David Ragan,2009,24.4,0,63.0,3252,69206,271129,11709,21690.32,29272.5,-0.263606912695431,0.5548818491995143,0.5123310351611599,High Risk / Low Return,0.5067032556879796,70.0,Medium Priority Target
Sam Hornish Jr.,2009,25.0,0,63.7,3203,87711,230531,11312,18442.48,28280.0,-0.46731333584157064,0.5804127662402812,0.3625476898768018,High Risk / Low Return,0.4686198440732724,110.0,Medium Priority Target
Reed Sorenson,2009,25.3,0,56.7,3147,56530,199786,5232,15982.880000000001,13080.0,-0.48588572439412697,0.55325016743721,0.3488915937932379,High Risk / Low Return,0.33846476087447797,433.0,Low Priority Target
Bobby Labonte,2009,25.7,0,55.8,3128,61116,185383,2503,14830.64,6257.5,-0.6549489495385824,0.5620351344800191,0.2245810539702868,High Risk / Low Return,0.22503095533686074,814.0,Low Priority Target
Paul Menard,2009,26.9,0,50.6,2979,50258,199782,2523,15982.56,6307.5,-0.5564873254009313,0.5662321335685803,0.29697892546444327,High Risk / Low Return,0.24412211655053254,756.0,Low Priority Target
David Stremme,2009,25.0,0,63.0,2919,50282,203468,9288,16277.44,23220.0,-0.21448152420349226,0.5509768443531562,0.5484524539808183,High Risk / Low Return,0.5084914713490511,69.0,Medium Priority Target
Michael Waltrip,2009,27.1,0,49.7,2839,63937,137550,3927,11004.0,9817.5,-0.6743434943772776,0.5859837539086813,0.2103204343916729,High Risk / Low Return,0.2740648108335776,662.0,Low Priority Target
Robby Gordon,2009,28.5,0,51.5,2699,51898,237291,5410,18983.28,13525.0,-0.37361208524413275,0.5905164582321744,0.4314453051559407,High Risk / Low Return,0.34511338235598366,412.0,Low Priority Target
Scott Speed,2009,29.0,0,47.1,2690,54135,207952,6042,16636.16,15105.0,-0.4136665743049783,0.5975298967050595,0.40199363017912804,High Risk / Low Return,0.35487429464866743,374.0,Low Priority Target
John Andretti,2009,29.3,0,39.6,2597,56629,209222,4756,16737.760000000002,11890.0,-0.49446820533648833,0.6054885999895584,0.3425809792994382,High Risk / Low Return,0.30122476787850533,561.0,Low Priority Target
David Gilliland,2009,33.9,0,45.0,1928,69584,110033,3252,8802.64,8130.0,-0.7566590020694413,0.6796166422651588,0.14979464477497847,High Risk / Low Return,0.21486472826026448,843.0,Low Priority Target
Brad Keselowski,2009,21.5,1,64.1,1528,73551,158925,7053,12714.0,17632.5,-0.587408736794877,0.5591548660108828,0.2742427133805641,High Risk / Low Return,0.4108600049893521,224.0,Low Priority Target
Regan Smith,2009,27.7,0,48.5,1440,83380,214959,7242,17196.72,18105.0,-0.5766164547853202,0.652326690424297,0.2821781730370519,High Risk / Low Return,0.3449243511648064,413.0,Low Priority Target
Joe Nemechek,2009,39.5,0,32.4,1342,67071,121281,4582,9702.48,11455.0,-0.6845509981959417,0.7446376566705804,0.2028149564330053,High Risk / Low Return,0.24927848528131125,730.0,Low Priority Target
Dave Blaney,2009,41.1,0,30.8,1204,70074,160083,3935,12806.64,9837.5,-0.6768538973085595,0.7661061788064528,0.20847455961142944,High Risk / Low Return,0.18843143430380338,928.0,Low Priority Target
Bill Elliott,2009,23.9,0,56.6,1095,75188,153671,6076,12293.68,15190.0,-0.6344672022131191,0.6201335852163354,0.2396410829290986,High Risk / Low Return,0.36061642071617306,355.0,Low Priority Target
Max Papis,2009,31.1,0,39.9,1047,52307,190610,6988,15248.800000000001,17470.0,-0.37448525054008064,0.6630450160241539,0.4308032752336959,High Risk / Low Return,0.38715951770232504,276.0,Low Priority Target
Mike Bliss,2009,39.5,0,33.4,577,89901,149599,2211,11967.92,5527.5,-0.8053923760581084,0.7902971617273433,0.11396147039451408,High Risk / Low Return,0.11130860776217151,1073.0,Low Priority Target
Tony Raines,2009,39.8,0,28.2,528,61205,182346,6000,14587.68,15000.0,-0.5165806715137652,0.7654389627532897,0.32632189868054357,High Risk / Low Return,0.2846870980318772,625.0,Low Priority Target
Aric Almirola,2009,32.4,0,43.6,527,55906,144323,2925,11545.84,7312.5,-0.6626777090115552,0.6937035736468286,0.2188981725427849,High Risk / Low Return,0.2103844932196321,865.0,Low Priority Target
Erik Darnell,2009,31.9,0,40.4,472,52591,202906,8555,16232.48,21387.5,-0.2846688596908217,0.6874906684402645,0.49684439104631895,High Risk / Low Return,0.43740267281931644,162.0,Low Priority Target
Scott Riggs,2009,35.9,0,39.7,448,65149,114016,3082,9121.28,7705.0,-0.7417261968717862,0.7367867122632177,0.16077459073073175,High Risk / Low Return,0.19698658181654927,907.0,Low Priority Target
Travis Kvapil,2009,33.3,0,46.9,378,89951,130552,6499,10444.16,16247.5,-0.703264443975053,0.7405829347345244,0.18905514234711415,High Risk / Low Return,0.33916981671124397,429.0,Low Priority Target
Patrick Carpentier,2009,34.8,0,41.0,351,75150,194028,2658,15522.24,6645.0,-0.705026746506986,0.7398852839949657,0.1877593384909606,High Risk / Low Return,0.16903629603721476,962.0,Low Priority Target
Terry Labonte,2009,35.8,0,32.5,338,81852,191130,7877,15290.4,19692.5,-0.5726078776328006,0.7560159192171588,0.2851256407038131,High Risk / Low Return,0.3350393920855478,442.0,Low Priority Target
Michael McDowell,2009,40.8,0,29.8,326,51283,149789,5534,11983.12,13835.0,-0.49655597371448623,0.7703519596193077,0.3410458635823894,High Risk / Low Return,0.29528584912037653,589.0,Low Priority Target
Sterling Marlin,2009,39.3,0,30.8,316,83691,104296,4244,8343.68,10610.0,-0.7735278584316115,0.7899341311043857,0.13739113928887728,High Risk / Low Return,0.23695086645466895,780.0,Low Priority Target
Jeremy Mayfield,2009,35.8,0,37.8,288,51125,62818,1400,5025.4400000000005,3500.0,-0.833243227383863,0.7264426075509968,0.09348301116794316,High Risk / Low Return,0.13493957587647828,1037.0,Low Priority Target
Mike Skinner,2009,41.0,0,27.5,200,51529,147176,4368,11774.08,10920.0,-0.5595862524015602,0.7761160709892537,0.2947003146785024,High Risk / Low Return,0.24083805507031944,769.0,Low Priority Target
Ron Fellows,2009,28.0,0,51.2,158,76170,130685,5470,10454.800000000001,13675.0,-0.6832112380202179,0.6855894566093383,0.20380006901757367,High Risk / Low Return,0.331827074835169,456.0,Low Priority Target
Boris Said,2009,29.0,0,83.6,152,58438,58577,1130,4686.16,2825.0,-0.871467880488723,0.6768227293412399,0.06537679671503599,High Risk / Low Return,0.14369657517574852,1021.0,Low Priority Target
Todd Bodine,2009,40.7,0,34.7,123,70095,64141,1221,5131.28,3052.5,-0.8832473072259077,0.7944585180518795,0.056715499172337626,High Risk / Low Return,0.08104316035575031,1099.0,Low Priority Target
Robert Richardson,2009,18.0,0,48.7,109,131688,147133,4714,11770.64,11785.0,-0.8211253872790232,0.6533939601458306,0.10239314075782725,High Risk / Low Return,0.30329761208437006,553.0,Low Priority Target
Andy Lally,2009,27.0,0,54.0,82,58004,62738,1941,5019.04,4852.5,-0.8298127715329977,0.6605024834314172,0.09600539188258704,High Risk / Low Return,0.2242935942416318,816.0,Low Priority Target
Mike Wallace,2009,41.0,0,29.7,80,59752,96164,2047,7693.12,5117.5,-0.7856034944437007,0.7879689284229353,0.1285120419565885,High Risk / Low Return,0.12543624180947177,1053.0,Low Priority Target
Scott Wimmer,2009,29.0,0,40.6,76,76819,175310,3843,14024.800000000001,9607.5,-0.6923638683138286,0.6976410118085715,0.1970702292690034,High Risk / Low Return,0.23768659861625047,779.0,Low Priority Target
Dexter Bean,2009,36.0,0,29.1,55,86632,183856,3881,14708.48,9702.5,-0.7182221350078494,0.7709977115133616,0.17805689807960376,High Risk / Low Return,0.1936042962269906,918.0,Low Priority Target
P.J. Jones,2009,42.0,0,29.9,40,76515,114143,4663,9131.44,11657.5,-0.7283024243612364,0.8150635296423174,0.17064495967596577,High Risk / Low Return,0.23847568411754888,777.0,Low Priority Target
Brandon Ash,2009,41.0,0,28.0,40,74217,146867,5298,11749.36,13245.0,-0.6632259455380842,0.8037670320368885,0.21849505957421794,High Risk / Low Return,0.24612830372777422,744.0,Low Priority Target
Derrike Cope,2009,42.0,0,26.4,37,73172,105428,4564,8434.24,11410.0,-0.7288000874651507,0.811774001168347,0.17027903285157986,High Risk / Low Return,0.2479764427499577,738.0,Low Priority Target
Tony Ave,2009,43.0,0,27.8,34,82994,154443,7570,12355.44,18925.0,-0.6230999831313107,0.8307621193441213,0.24799928820489398,High Risk / Low Return,0.31332103376851694,527.0,Low Priority Target
Jimmie Johnson,2008,10.5,7,107.3,6684,99768,743698,21542,59495.840000000004,53855.0,0.1361442546708363,0.18467771848570627,0.8062641679740192,Best Bet,0.7501096024150711,4.0,High Priority Target
